Journey ID,Node ID,Campaign / Segment / Controller Name, Channel / Segment / Controller Type, Moved Forward,Moved Forward via Yes,Moved Forward via No,Moved Forward via Node Timeout,Goal 1 Conversions,Total Sent,Total Viewed,Total Clicked,Errors
1440,2,LTR/RPC=1,Action,157141,157141.0,,,,,,,
1440,4,D0,Push,156872,,,,,134355.0,124364.0,3894.0,8872.0
1440,4,D0,Push,156872,,,,,10178.0,0.0,390.0,2273.0
1440,7,Ride 2 Complete?,Action,174859,29948.0,,144911.0,,,,,
1440,10,D0,Push,88929,,,,,76475.0,71077.0,3799.0,4365.0
1440,10,D0,Push,88929,,,,,6069.0,0.0,505.0,1322.0
1440,13,Ride 3 Complete?,Action,92275,19903.0,,72372.0,,,,,
1440,161,D0,Push,58604,,,,,50327.0,46685.0,2425.0,2583.0
1440,161,D0,Push,58604,,,,,4382.0,0.0,292.0,873.0
1440,16,D1,Push,72216,,,,,59417.0,53174.0,919.0,6352.0
1440,16,D1,Push,72216,,,,,4676.0,0.0,149.0,1278.0
1440,19,Ride 3 Complete?,Action,83169,11589.0,,71580.0,,,,,
1440,22,D2,Push,71474,,,,,59092.0,52494.0,599.0,5722.0
1440,22,D2,Push,71474,,,,,5021.0,0.0,81.0,1143.0
1440,25,Ride 3 Complete?,Action,27137,27137.0,,0.0,,,,,
1440,31,Ride 4 Complete?,Action,51881,16214.0,,35667.0,,,,,
1440,155,D0,Push,41468,,,,,35795.0,33209.0,2002.0,1687.0
1440,155,D0,Push,41468,,,,,3056.0,0.0,207.0,607.0
1440,34,D1,Push,35621,,,,,29080.0,26377.0,645.0,3129.0
1440,34,D1,Push,35621,,,,,2480.0,0.0,72.0,664.0
1440,37,Ride 4 Complete?,Action,43388,9661.0,,33727.0,,,,,
1440,40,D2,Push,33690,,,,,27862.0,24918.0,339.0,2534.0
1440,40,D2,Push,33690,,,,,2472.0,0.0,41.0,592.0
1440,43,Ride 4 Complete?,Action,15599,15599.0,,0.0,,,,,
1440,49,Ride 5 Complete?,Action,33641,12639.0,,21002.0,,,,,
1440,149,D0,Push,29838,,,,,25579.0,23653.0,772.0,1248.0
1440,149,D0,Push,29838,,,,,2260.0,0.0,79.0,513.0
1440,52,D1,Push,20970,,,,,17134.0,15687.0,177.0,1793.0
1440,52,D1,Push,20970,,,,,1524.0,0.0,18.0,372.0
1440,55,Ride 5 Complete?,Action,26384,7809.0,,18575.0,,,,,
1440,58,D2,Push,18551,,,,,15460.0,13921.0,295.0,1339.0
1440,58,D2,Push,18551,,,,,1322.0,0.0,25.0,304.0
1440,61,Ride 5 Complete?,Action,9392,9392.0,,0.0,,,,,
1440,67,Ride 6 Complete?,Action,23199,10572.0,,12627.0,,,,,
1440,143,D0,Push,21606,,,,,18446.0,17100.0,433.0,894.0
1440,143,D0,Push,21606,,,,,1734.0,0.0,65.0,358.0
1440,70,D1,Push,12616,,,,,10272.0,9474.0,189.0,1073.0
1440,70,D1,Push,12616,,,,,934.0,0.0,18.0,234.0
1440,73,Ride 6 Complete?,Action,11043,11043.0,,0.0,,,,,
1440,79,Ride 7 Complete?,Action,16104,0.0,,16104.0,,,,,
1440,139,D0,Push,17469,,,,,14908.0,13824.0,335.0,612.0
1440,139,D0,Push,17469,,,,,1492.0,0.0,41.0,292.0
1440,82,D1,Push,16088,,,,,13066.0,12141.0,362.0,1310.0
1440,82,D1,Push,16088,,,,,1305.0,0.0,40.0,289.0
1440,85,Ride 7 Complete?,Action,17474,17474.0,,0.0,,,,,
1440,91,Ride 8 Complete?,Action,11454,7969.0,,3485.0,,,,,
1440,135,D0,Push,11390,,,,,9666.0,8911.0,284.0,452.0
1440,135,D0,Push,11390,,,,,964.0,0.0,54.0,186.0
1440,94,D1,Push,3481,,,,,2819.0,2576.0,32.0,296.0
1440,94,D1,Push,3481,,,,,285.0,0.0,5.0,57.0
1440,97,Ride 8 Complete?,Action,3424,3424.0,,0.0,,,,,
1440,103,Ride 9 Complete?,Action,7386,5216.0,,2170.0,,,,,
1440,131,D0,Push,7401,,,,,6295.0,5825.0,188.0,288.0
1440,131,D0,Push,7401,,,,,631.0,0.0,28.0,132.0
1440,106,D1,Push,2169,,,,,1756.0,1624.0,33.0,199.0
1440,106,D1,Push,2169,,,,,165.0,0.0,5.0,37.0
1440,109,Ride 9 Complete?,Action,2185,2185.0,,0.0,,,,,
1440,116,Milestone Complete?,Action,5136,3864.0,,1272.0,,,,,
1440,120,D1,Push,1271,,,,,1026.0,955.0,24.0,105.0
1440,120,D1,Push,1271,,,,,107.0,0.0,2.0,26.0
1440,123,Milestone Complete?,Action,1274,1274.0,,0.0,,,,,
1440,163,D1,Push,144411,,,,,118600.0,104698.0,1299.0,13734.0
1440,163,D1,Push,144411,,,,,8950.0,0.0,148.0,2292.0
1440,166,Ride 2 Complete?,Action,172364,13548.0,,158816.0,,,,,
1440,170,D2,Push,158471,,,,,130155.0,114023.0,1957.0,14100.0
1440,170,D2,Push,158471,,,,,10581.0,0.0,197.0,2530.0
1440,173,Ride 2 Complete?,Action,45498,45498.0,,0.0,,,,,
