Journey ID,Node ID,Campaign / Segment / Controller Name, Channel / Segment / Controller Type, Moved Forward,Moved Forward via Yes,Moved Forward via No,Moved Forward via Node Timeout,Goal 1 Conversions,Total Sent,Total Viewed,Total Clicked,Errors
1440,2,LTR/RPC=1,Action,160763,160763.0,,,,,,,
1440,4,D0,Push,160392,,,,,139086.0,128600.0,4228.0,7338.0
1440,4,D0,Push,160392,,,,,10592.0,0.0,424.0,2218.0
1440,7,Ride 2 Complete?,Action,163436,37799.0,,125637.0,,,,,
1440,10,D0,Push,100438,,,,,87046.0,80663.0,4171.0,4096.0
1440,10,D0,Push,100438,,,,,7065.0,0.0,514.0,1441.0
1440,13,Ride 3 Complete?,Action,102531,28805.0,,73726.0,,,,,
1440,161,D0,Push,69080,,,,,59693.0,55381.0,2837.0,2602.0
1440,161,D0,Push,69080,,,,,5161.0,0.0,351.0,1060.0
1440,16,D1,Push,73633,,,,,62103.0,55261.0,1013.0,4906.0
1440,16,D1,Push,73633,,,,,5067.0,0.0,151.0,1049.0
1440,19,Ride 3 Complete?,Action,67728,11326.0,,56402.0,,,,,
1440,22,D2,Push,56343,,,,,46459.0,41444.0,430.0,4946.0
1440,22,D2,Push,56343,,,,,3569.0,0.0,46.0,942.0
1440,25,Ride 3 Complete?,Action,28970,28970.0,,0.0,,,,,
1440,31,Ride 4 Complete?,Action,69744,25324.0,,44420.0,,,,,
1440,155,D0,Push,51305,,,,,44181.0,41048.0,2319.0,1765.0
1440,155,D0,Push,51305,,,,,4103.0,0.0,295.0,814.0
1440,34,D1,Push,44390,,,,,37413.0,33668.0,787.0,2727.0
1440,34,D1,Push,44390,,,,,3223.0,0.0,113.0,688.0
1440,37,Ride 4 Complete?,Action,39667,9933.0,,29734.0,,,,,
1440,40,D2,Push,29713,,,,,24450.0,21909.0,304.0,2398.0
1440,40,D2,Push,29713,,,,,2169.0,0.0,38.0,484.0
1440,43,Ride 4 Complete?,Action,16068,16068.0,,0.0,,,,,
1440,49,Ride 5 Complete?,Action,50784,20652.0,,30132.0,,,,,
1440,149,D0,Push,39085,,,,,33583.0,31173.0,980.0,1403.0
1440,149,D0,Push,39085,,,,,3161.0,0.0,125.0,594.0
1440,52,D1,Push,30105,,,,,25437.0,23061.0,260.0,1734.0
1440,52,D1,Push,30105,,,,,2280.0,0.0,41.0,442.0
1440,55,Ride 5 Complete?,Action,25850,8737.0,,17113.0,,,,,
1440,58,D2,Push,17103,,,,,14264.0,12818.0,216.0,1303.0
1440,58,D2,Push,17103,,,,,1146.0,0.0,18.0,253.0
1440,61,Ride 5 Complete?,Action,9706,9706.0,,0.0,,,,,
1440,67,Ride 6 Complete?,Action,38699,17600.0,,21099.0,,,,,
1440,143,D0,Push,30625,,,,,26215.0,24282.0,610.0,1125.0
1440,143,D0,Push,30625,,,,,2552.0,0.0,77.0,488.0
1440,70,D1,Push,21082,,,,,17790.0,16137.0,355.0,1252.0
1440,70,D1,Push,21082,,,,,1588.0,0.0,48.0,328.0
1440,73,Ride 6 Complete?,Action,13030,13030.0,,0.0,,,,,
1440,79,Ride 7 Complete?,Action,28816,0.0,,28816.0,,,,,
1440,139,D0,Push,19688,,,,,16833.0,15610.0,376.0,674.0
1440,139,D0,Push,19688,,,,,1698.0,0.0,39.0,323.0
1440,82,D1,Push,28805,,,,,24183.0,22072.0,605.0,1579.0
1440,82,D1,Push,28805,,,,,2370.0,0.0,70.0,448.0
1440,85,Ride 7 Complete?,Action,19692,19692.0,,0.0,,,,,
1440,91,Ride 8 Complete?,Action,17796,10726.0,,7070.0,,,,,
1440,135,D0,Push,15518,,,,,13199.0,12274.0,391.0,543.0
1440,135,D0,Push,15518,,,,,1416.0,0.0,44.0,238.0
1440,94,D1,Push,7065,,,,,5876.0,5400.0,90.0,413.0
1440,94,D1,Push,7065,,,,,588.0,0.0,7.0,124.0
1440,97,Ride 8 Complete?,Action,4796,4796.0,,0.0,,,,,
1440,103,Ride 9 Complete?,Action,15282,9693.0,,5589.0,,,,,
1440,131,D0,Push,13006,,,,,11108.0,10274.0,333.0,433.0
1440,131,D0,Push,13006,,,,,1150.0,0.0,32.0,214.0
1440,106,D1,Push,5586,,,,,4693.0,4270.0,66.0,282.0
1440,106,D1,Push,5586,,,,,484.0,0.0,5.0,83.0
1440,109,Ride 9 Complete?,Action,3314,3314.0,,0.0,,,,,
1440,116,Milestone Complete?,Action,12840,9050.0,,3790.0,,,,,
1440,120,D1,Push,3790,,,,,3190.0,2904.0,50.0,196.0
1440,120,D1,Push,3790,,,,,334.0,0.0,9.0,45.0
1440,123,Milestone Complete?,Action,2315,2315.0,,0.0,,,,,
1440,163,D1,Push,125376,,,,,104729.0,92317.0,1129.0,9702.0
1440,163,D1,Push,125376,,,,,8258.0,0.0,122.0,1858.0
1440,166,Ride 2 Complete?,Action,126134,12583.0,,113551.0,,,,,
1440,170,D2,Push,113413,,,,,92439.0,80788.0,1353.0,11192.0
1440,170,D2,Push,113413,,,,,7031.0,0.0,119.0,1829.0
1440,173,Ride 2 Complete?,Action,50127,50127.0,,0.0,,,,,
